,VideoID,Attention,Mediation,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,age,gender
2330,8.0,35.0,57.0,202942.0,77492.0,61360.0,35112.0,32269.0,20747.0,5793.0,4469.0,24,1
2187,7.0,63.0,53.0,243859.0,138943.0,29062.0,57476.0,17939.0,18090.0,5351.0,5087.0,24,1
195,1.0,50.0,37.0,1578372.0,211963.0,32371.0,5387.0,17628.0,46940.0,66707.0,52263.0,25,1
5059,9.0,24.0,38.0,1115029.0,203874.0,65348.0,40845.0,27281.0,33069.0,18641.0,3065.0,28,0
802,6.0,8.0,38.0,1154269.0,826946.0,74430.0,48045.0,51369.0,80984.0,123704.0,38200.0,25,1
2668,0.0,50.0,63.0,14095.0,10100.0,5520.0,16114.0,19268.0,3597.0,1761.0,1994.0,31,1
241,1.0,57.0,57.0,858523.0,17381.0,8223.0,6128.0,5337.0,14611.0,13450.0,5682.0,25,1
2068,6.0,34.0,66.0,569425.0,203075.0,98893.0,48788.0,19616.0,14499.0,2383.0,3450.0,24,1
8823,8.0,0.0,0.0,892420.0,261033.0,175466.0,39912.0,66241.0,76441.0,108263.0,76281.0,24,1
11205,7.0,50.0,50.0,222545.0,6922.0,3335.0,1736.0,1734.0,1895.0,2505.0,2027.0,25,1
644,4.0,74.0,57.0,110965.0,132830.0,14038.0,40433.0,21746.0,58592.0,34129.0,27711.0,25,1
5103,9.0,27.0,21.0,474950.0,204599.0,28697.0,64042.0,12137.0,20260.0,9657.0,2834.0,28,0
1637,2.0,20.0,24.0,151025.0,55027.0,3787.0,3359.0,9604.0,4337.0,923.0,1020.0,24,1
7552,8.0,38.0,48.0,1291285.0,411253.0,207812.0,26732.0,76602.0,65112.0,44454.0,8132.0,24,1
8312,4.0,0.0,0.0,289770.0,199994.0,20580.0,30065.0,24545.0,176103.0,239068.0,34146.0,24,1
3074,3.0,43.0,81.0,35380.0,18122.0,3102.0,1803.0,7053.0,6012.0,3534.0,3591.0,31,1
7296,6.0,37.0,53.0,3491648.0,1337389.0,59881.0,104715.0,81775.0,107955.0,45469.0,26029.0,24,1
3278,5.0,84.0,74.0,5030.0,17498.0,6503.0,12659.0,10319.0,7520.0,4252.0,3802.0,31,1
8003,2.0,0.0,0.0,300896.0,260087.0,47588.0,6258.0,24845.0,181127.0,169997.0,102987.0,24,1
4970,8.0,53.0,43.0,798759.0,302236.0,31369.0,35809.0,28620.0,19053.0,9288.0,8373.0,28,0
9123,0.0,1.0,70.0,744600.0,95477.0,8723.0,65662.0,21764.0,26004.0,46497.0,30406.0,25,1
8326,4.0,0.0,0.0,272894.0,267568.0,106785.0,33905.0,69657.0,373302.0,370223.0,120263.0,24,1
6915,3.0,38.0,40.0,992604.0,326742.0,48540.0,17731.0,19382.0,15803.0,8108.0,6463.0,24,1
10244,9.0,80.0,53.0,7568.0,15851.0,3968.0,6428.0,12973.0,14491.0,6456.0,5664.0,25,1
7829,0.0,0.0,0.0,24895.0,28187.0,2304.0,7878.0,11672.0,6530.0,5965.0,2350.0,24,1
62,0.0,75.0,53.0,90015.0,79586.0,8334.0,43916.0,21724.0,21729.0,20178.0,12945.0,25,1
10146,8.0,78.0,51.0,10945.0,28831.0,9478.0,10605.0,17590.0,17827.0,8291.0,9739.0,25,1
10193,9.0,43.0,77.0,554854.0,70328.0,21424.0,16080.0,9000.0,22894.0,18641.0,32331.0,25,1
9386,2.0,47.0,56.0,549946.0,56321.0,8235.0,4353.0,10581.0,5644.0,3699.0,2685.0,25,1
9288,2.0,64.0,44.0,349107.0,61486.0,28654.0,15199.0,12253.0,27322.0,14955.0,8233.0,25,1
679,5.0,43.0,11.0,570533.0,601795.0,14685.0,92659.0,15653.0,45411.0,30642.0,18077.0,25,1
2041,5.0,66.0,57.0,225410.0,19371.0,1552.0,1054.0,2873.0,3113.0,884.0,1014.0,24,1
5307,1.0,26.0,48.0,1943821.0,461029.0,132651.0,51229.0,55786.0,93193.0,89909.0,66295.0,24,1
9531,4.0,100.0,21.0,9314.0,10657.0,1175.0,3337.0,30121.0,48021.0,35091.0,27586.0,25,1
3641,8.0,29.0,56.0,108292.0,10310.0,8738.0,3485.0,2997.0,5627.0,3230.0,2136.0,31,1
10579,2.0,30.0,17.0,842224.0,304374.0,2665.0,10001.0,6691.0,24574.0,16861.0,4723.0,25,1
10440,1.0,61.0,70.0,221153.0,15812.0,5345.0,596.0,2550.0,624.0,526.0,463.0,25,1
3258,5.0,77.0,56.0,19892.0,15638.0,6087.0,10117.0,10611.0,11406.0,4325.0,3360.0,31,1
1873,4.0,54.0,81.0,551719.0,38571.0,43209.0,43243.0,9102.0,3809.0,2213.0,1596.0,24,1
4744,6.0,38.0,38.0,616284.0,188005.0,13916.0,16313.0,12578.0,8290.0,5531.0,1167.0,28,0
2912,2.0,66.0,56.0,22333.0,13677.0,12243.0,7057.0,6403.0,8015.0,2106.0,3111.0,31,1
4027,1.0,44.0,50.0,48726.0,47728.0,6906.0,2937.0,2615.0,2931.0,2357.0,1461.0,28,0
5488,2.0,47.0,56.0,163890.0,36398.0,5364.0,14642.0,22685.0,16349.0,7292.0,3933.0,24,1
11056,6.0,37.0,48.0,203819.0,33113.0,11483.0,16191.0,3438.0,4184.0,939.0,4745.0,25,1
8024,2.0,0.0,0.0,1472689.0,1154117.0,72034.0,127543.0,42147.0,1343525.0,1116514.0,708812.0,24,1
7786,0.0,0.0,0.0,117528.0,25351.0,6215.0,6173.0,1907.0,3830.0,3797.0,1956.0,24,1
11846,2.0,54.0,63.0,1073441.0,78095.0,17965.0,77475.0,21445.0,31108.0,8894.0,1896.0,24,0
6864,2.0,24.0,66.0,148498.0,77729.0,8313.0,11565.0,5662.0,3812.0,1312.0,1229.0,24,1
489,3.0,38.0,54.0,204421.0,161723.0,49347.0,57989.0,10270.0,46421.0,25139.0,26961.0,25,1
8685,7.0,0.0,0.0,28579.0,66675.0,7726.0,9796.0,4993.0,5275.0,2820.0,2539.0,24,1
690,5.0,29.0,16.0,699288.0,327947.0,72903.0,44950.0,36144.0,47779.0,77222.0,27766.0,25,1
602,4.0,77.0,41.0,309456.0,15893.0,750.0,2428.0,10190.0,31619.0,14612.0,7097.0,25,1
1014,7.0,64.0,48.0,101848.0,74688.0,4589.0,6666.0,11319.0,59451.0,47618.0,23129.0,25,1
869,6.0,29.0,57.0,1718035.0,87294.0,128500.0,75110.0,28450.0,79087.0,35898.0,21084.0,25,1
1993,5.0,44.0,54.0,63288.0,115294.0,42406.0,44438.0,11893.0,14654.0,6049.0,5933.0,24,1
7610,9.0,38.0,56.0,523278.0,86062.0,11213.0,9745.0,14256.0,4129.0,5657.0,1162.0,24,1
5283,0.0,43.0,51.0,37246.0,15666.0,4835.0,11443.0,8143.0,9829.0,2007.0,4238.0,24,1
4370,3.0,0.0,0.0,128955.0,2870.0,462.0,1572.0,788.0,5350.0,145.0,243.0,28,0
1361,0.0,51.0,64.0,52682.0,42601.0,4875.0,11362.0,20394.0,7584.0,4659.0,3025.0,24,1
1526,1.0,44.0,37.0,1152084.0,402602.0,27567.0,16160.0,39795.0,31273.0,7776.0,4694.0,24,1
1629,2.0,37.0,40.0,353275.0,21588.0,5273.0,806.0,4940.0,1589.0,539.0,356.0,24,1
1551,2.0,34.0,37.0,1982072.0,366793.0,20608.0,19588.0,26672.0,36181.0,10921.0,11387.0,24,1
9169,1.0,44.0,50.0,1085941.0,157840.0,31494.0,28663.0,26873.0,33942.0,35389.0,27841.0,25,1
12415,6.0,41.0,60.0,561743.0,479682.0,304223.0,47681.0,76610.0,66249.0,31689.0,5598.0,24,0
1337,0.0,37.0,70.0,403878.0,353087.0,77758.0,51313.0,43390.0,12024.0,2203.0,2348.0,24,1
3901,0.0,53.0,8.0,1283537.0,344812.0,105812.0,63786.0,30381.0,161821.0,44524.0,4541.0,28,0
5041,9.0,37.0,34.0,51852.0,64494.0,1227.0,6114.0,4842.0,13254.0,6242.0,1074.0,28,0
8252,4.0,0.0,0.0,511532.0,282066.0,13100.0,12276.0,8371.0,405974.0,176343.0,28926.0,24,1
9377,2.0,7.0,26.0,123429.0,81897.0,8614.0,3583.0,10943.0,7273.0,5306.0,6111.0,25,1
5039,9.0,27.0,61.0,556835.0,440055.0,358979.0,55973.0,17598.0,30818.0,26379.0,4151.0,28,0
2346,8.0,61.0,51.0,3395.0,13678.0,11672.0,6038.0,28203.0,13466.0,4605.0,3262.0,24,1
11891,2.0,30.0,35.0,166900.0,157207.0,32327.0,27993.0,6318.0,8502.0,10395.0,1553.0,24,0
5485,2.0,20.0,67.0,721179.0,226015.0,25967.0,12427.0,26791.0,12985.0,12434.0,6792.0,24,1
11352,8.0,27.0,14.0,1468048.0,486372.0,40231.0,100361.0,57722.0,28944.0,19586.0,8764.0,25,1
5694,4.0,17.0,27.0,2837236.0,863346.0,58251.0,98796.0,72745.0,41601.0,57620.0,36831.0,24,1
5119,9.0,27.0,51.0,491670.0,359950.0,57524.0,115611.0,28863.0,32316.0,13905.0,20834.0,28,0
5166,0.0,70.0,48.0,187320.0,13755.0,6166.0,3309.0,2917.0,22173.0,6046.0,7612.0,24,1
1134,8.0,54.0,56.0,145408.0,21303.0,10291.0,1972.0,1497.0,16489.0,15483.0,7688.0,25,1
8342,4.0,0.0,0.0,1372851.0,892505.0,53565.0,43975.0,53753.0,999323.0,980244.0,750049.0,24,1
10913,4.0,27.0,44.0,211931.0,27183.0,4214.0,9004.0,10626.0,1934.0,1189.0,489.0,25,1
4017,1.0,66.0,57.0,242406.0,16458.0,9307.0,3807.0,7079.0,2960.0,1723.0,2679.0,28,0
2424,8.0,30.0,41.0,215271.0,248068.0,50106.0,32379.0,42342.0,15526.0,1816.0,2800.0,24,1
4138,2.0,66.0,41.0,81585.0,44482.0,10654.0,16785.0,11040.0,10358.0,4876.0,6282.0,28,0
859,6.0,4.0,47.0,1482546.0,340228.0,71252.0,29054.0,40762.0,27092.0,54234.0,23106.0,25,1
2962,2.0,44.0,91.0,6297.0,14518.0,6339.0,4262.0,6388.0,4687.0,2107.0,1754.0,31,1
8089,2.0,0.0,0.0,904884.0,191930.0,40170.0,28133.0,69581.0,178810.0,189702.0,60432.0,24,1
10415,1.0,60.0,63.0,1871395.0,197492.0,16667.0,28861.0,53302.0,55166.0,12887.0,23205.0,25,1
9920,7.0,17.0,60.0,681524.0,181059.0,52598.0,55888.0,195223.0,58107.0,49236.0,72435.0,25,1
12224,5.0,53.0,83.0,923308.0,424008.0,850147.0,68734.0,147626.0,151016.0,142539.0,138218.0,24,0
10865,4.0,13.0,60.0,808532.0,564744.0,61721.0,37603.0,25286.0,41792.0,11328.0,11945.0,25,1
1364,0.0,47.0,43.0,541236.0,179647.0,23412.0,20728.0,103233.0,13570.0,5437.0,4175.0,24,1
11502,9.0,8.0,13.0,598727.0,404135.0,28488.0,23007.0,29661.0,12252.0,3057.0,4399.0,25,1
1779,3.0,30.0,41.0,2089792.0,510024.0,78611.0,40441.0,53383.0,17697.0,5410.0,2919.0,24,1
11269,7.0,21.0,29.0,306106.0,207815.0,35292.0,57649.0,22248.0,10039.0,22087.0,10725.0,25,1
2101,6.0,50.0,88.0,177913.0,35954.0,36429.0,9321.0,13000.0,10843.0,6137.0,2444.0,24,1
1818,4.0,47.0,63.0,148243.0,157849.0,54643.0,18172.0,16054.0,16210.0,5324.0,1345.0,24,1
369,2.0,11.0,50.0,1805696.0,79282.0,31640.0,17863.0,5588.0,26617.0,32915.0,7753.0,25,1
4937,8.0,47.0,50.0,1061836.0,55755.0,14373.0,24531.0,14963.0,14054.0,5354.0,12344.0,28,0
5285,0.0,50.0,34.0,39113.0,24851.0,2707.0,8057.0,8107.0,5458.0,11448.0,2497.0,24,1
8367,4.0,0.0,0.0,1633834.0,277821.0,113659.0,272575.0,231484.0,1221186.0,846501.0,631103.0,24,1
10385,0.0,87.0,56.0,52186.0,28943.0,8129.0,8011.0,5627.0,20177.0,14181.0,5129.0,25,1
7071,4.0,37.0,48.0,934692.0,69075.0,55553.0,12878.0,9891.0,7397.0,5425.0,1468.0,24,1
2093,6.0,50.0,81.0,3879.0,25506.0,23096.0,29893.0,14379.0,3717.0,3855.0,4908.0,24,1
7817,0.0,0.0,0.0,14692.0,68348.0,785.0,1801.0,9788.0,4913.0,3801.0,1892.0,24,1
1920,4.0,77.0,64.0,19916.0,8733.0,8988.0,3132.0,13486.0,13522.0,5943.0,9988.0,24,1
82,0.0,69.0,40.0,103090.0,121688.0,29001.0,20341.0,15391.0,51655.0,17536.0,24347.0,25,1
7331,6.0,48.0,51.0,77409.0,51169.0,13587.0,23660.0,4592.0,12918.0,6437.0,972.0,24,1
7304,6.0,40.0,60.0,420923.0,58081.0,55244.0,11203.0,12000.0,7934.0,2048.0,2296.0,24,1
816,6.0,16.0,64.0,992335.0,28875.0,65098.0,4345.0,13908.0,16053.0,33596.0,6653.0,25,1
4396,4.0,11.0,56.0,1646595.0,631284.0,90114.0,265192.0,111904.0,47128.0,32507.0,11906.0,28,0
8475,5.0,0.0,0.0,2052033.0,285330.0,23482.0,305590.0,154241.0,70118.0,105737.0,72888.0,24,1
6124,7.0,53.0,43.0,2395.0,12073.0,7141.0,7532.0,24550.0,24214.0,17792.0,13069.0,24,1
4120,1.0,53.0,50.0,498903.0,86023.0,20694.0,10625.0,6836.0,18648.0,10024.0,3532.0,28,0
10202,9.0,51.0,64.0,196431.0,247505.0,38365.0,46128.0,23092.0,33199.0,30921.0,13963.0,25,1
1813,4.0,35.0,77.0,102760.0,67608.0,28113.0,9610.0,11779.0,4714.0,800.0,1121.0,24,1
1271,0.0,38.0,70.0,71500.0,16591.0,7134.0,7657.0,1746.0,2880.0,811.0,655.0,24,1
8751,8.0,0.0,0.0,998393.0,315627.0,29181.0,98223.0,39992.0,160016.0,41048.0,89616.0,24,1
2994,3.0,43.0,66.0,11081.0,15222.0,5542.0,3837.0,8402.0,1878.0,2437.0,2645.0,31,1
12744,9.0,51.0,53.0,1796507.0,108730.0,71176.0,16561.0,9519.0,47205.0,39321.0,1459.0,24,0
6409,9.0,35.0,64.0,32974.0,58039.0,3018.0,18726.0,3655.0,3824.0,3390.0,3915.0,24,1
2642,0.0,60.0,54.0,11774.0,17663.0,17580.0,8566.0,9931.0,3780.0,4217.0,3426.0,31,1
10881,4.0,29.0,43.0,1944207.0,1270422.0,277157.0,119063.0,68786.0,88315.0,34896.0,27730.0,25,1
2305,8.0,38.0,66.0,744174.0,375093.0,16720.0,71638.0,23200.0,14263.0,8389.0,10034.0,24,1
9351,2.0,53.0,69.0,381461.0,29794.0,20590.0,19159.0,9084.0,16929.0,5085.0,6986.0,25,1
12395,6.0,41.0,67.0,302902.0,26477.0,20648.0,21256.0,8996.0,5925.0,8068.0,2154.0,24,0
4195,2.0,61.0,37.0,183301.0,7389.0,3513.0,3677.0,6033.0,2415.0,1488.0,685.0,28,0
10695,3.0,56.0,47.0,281865.0,139307.0,38601.0,28309.0,10907.0,6611.0,13733.0,4647.0,25,1
3849,0.0,53.0,75.0,270264.0,13624.0,20495.0,7160.0,5626.0,3992.0,6379.0,9981.0,28,0
12617,8.0,67.0,61.0,1772654.0,168085.0,37566.0,11511.0,24713.0,67463.0,140432.0,43766.0,24,0
12281,5.0,74.0,53.0,1474110.0,37541.0,14226.0,6117.0,11158.0,13433.0,15357.0,10346.0,24,0
12269,5.0,21.0,1.0,2372780.0,851535.0,62544.0,6557.0,39678.0,50861.0,29686.0,34090.0,24,0
3554,7.0,23.0,48.0,889.0,39689.0,4085.0,6019.0,5886.0,4100.0,2126.0,4069.0,31,1
2195,7.0,77.0,30.0,60172.0,5783.0,7299.0,8190.0,29070.0,5144.0,5773.0,4577.0,24,1
2600,0.0,29.0,84.0,12650.0,14639.0,1509.0,11286.0,4622.0,4912.0,1668.0,2152.0,31,1
6163,7.0,34.0,56.0,77920.0,18389.0,5937.0,11221.0,6167.0,8830.0,8318.0,4804.0,24,1
1518,1.0,51.0,66.0,87002.0,17115.0,3053.0,3413.0,2708.0,1717.0,1405.0,933.0,24,1
9029,0.0,43.0,26.0,679991.0,182441.0,15733.0,16934.0,44239.0,50290.0,22907.0,31519.0,25,1
9411,3.0,8.0,70.0,1677568.0,85576.0,133589.0,7626.0,15276.0,12226.0,16923.0,7300.0,25,1
6309,8.0,44.0,60.0,370830.0,196247.0,58845.0,44615.0,35169.0,25085.0,9909.0,6067.0,24,1
5755,4.0,93.0,67.0,3538.0,10327.0,8197.0,7533.0,4968.0,8762.0,4305.0,2735.0,24,1
5633,3.0,56.0,69.0,279322.0,11147.0,146.0,3027.0,1712.0,2370.0,1488.0,768.0,24,1
8399,5.0,0.0,0.0,806648.0,184100.0,24256.0,58251.0,16869.0,74405.0,12293.0,19260.0,24,1
11919,2.0,66.0,47.0,512006.0,7267.0,2121.0,3851.0,1355.0,4509.0,3669.0,117.0,24,0
7162,5.0,44.0,78.0,145432.0,44966.0,18873.0,9001.0,3027.0,5878.0,5156.0,803.0,24,1
9683,5.0,29.0,70.0,1317722.0,583071.0,83350.0,247949.0,69162.0,99410.0,153094.0,37794.0,25,1
11040,5.0,43.0,53.0,517143.0,628441.0,121773.0,75519.0,55811.0,32889.0,15392.0,7739.0,25,1
1988,5.0,60.0,40.0,113926.0,14991.0,770.0,1622.0,2076.0,2710.0,1580.0,1069.0,24,1
7737,0.0,0.0,0.0,715875.0,112967.0,68814.0,65613.0,67365.0,60924.0,93941.0,52669.0,24,1
517,3.0,29.0,56.0,356905.0,5189.0,3026.0,3748.0,588.0,2960.0,5604.0,1281.0,25,1
6160,7.0,37.0,57.0,21875.0,60296.0,20192.0,6772.0,28841.0,5989.0,10968.0,5388.0,24,1
9615,4.0,75.0,29.0,128499.0,16060.0,5220.0,765.0,777.0,5329.0,2391.0,6397.0,25,1
11628,0.0,35.0,57.0,1099626.0,77558.0,8800.0,34324.0,11382.0,20675.0,29579.0,3270.0,24,0
10338,0.0,47.0,47.0,81521.0,80161.0,25555.0,23089.0,13505.0,14845.0,10115.0,9393.0,25,1
9278,2.0,11.0,26.0,213936.0,161454.0,26009.0,38610.0,34485.0,24100.0,30715.0,22552.0,25,1
4456,4.0,10.0,47.0,667017.0,163477.0,17323.0,43385.0,27024.0,6631.0,4425.0,2861.0,28,0
2761,1.0,69.0,53.0,11073.0,20958.0,2503.0,9452.0,8326.0,12826.0,3725.0,3043.0,31,1
6481,0.0,44.0,57.0,295420.0,92650.0,23443.0,22342.0,7286.0,11953.0,3681.0,1884.0,24,1
5911,5.0,64.0,69.0,25548.0,19861.0,9249.0,6840.0,17425.0,8739.0,13492.0,8231.0,24,1
11554,0.0,57.0,70.0,1643278.0,70092.0,18286.0,50412.0,12175.0,83076.0,9773.0,1960.0,24,0
6547,0.0,26.0,63.0,118743.0,148669.0,11721.0,15266.0,7336.0,4635.0,5244.0,1439.0,24,1
4855,7.0,37.0,21.0,385886.0,118809.0,690.0,5798.0,5478.0,2103.0,3205.0,1536.0,28,0
7644,9.0,61.0,91.0,217855.0,49116.0,49053.0,15461.0,4250.0,15203.0,8822.0,501.0,24,1
11341,8.0,43.0,69.0,2009443.0,661306.0,163239.0,186730.0,54008.0,58467.0,30769.0,6871.0,25,1
12412,6.0,48.0,60.0,480647.0,25735.0,9810.0,18894.0,6765.0,18520.0,3602.0,2752.0,24,0
6358,9.0,57.0,54.0,205474.0,8728.0,4596.0,4725.0,12979.0,7556.0,1605.0,1884.0,24,1
2438,9.0,51.0,56.0,126272.0,17912.0,4645.0,10733.0,14274.0,12096.0,17120.0,2089.0,24,1
3765,9.0,56.0,57.0,3607.0,10180.0,8060.0,4991.0,2127.0,4564.0,1772.0,1760.0,31,1
6432,9.0,67.0,54.0,11434.0,4006.0,1656.0,1755.0,3979.0,3561.0,2225.0,1219.0,24,1
8643,7.0,0.0,0.0,299799.0,334072.0,23004.0,28895.0,17626.0,17047.0,17835.0,17714.0,24,1
7846,0.0,0.0,0.0,813557.0,308728.0,148665.0,137598.0,56709.0,93949.0,38635.0,129867.0,24,1
9417,3.0,23.0,70.0,860583.0,25379.0,5143.0,9259.0,6840.0,5027.0,4737.0,3000.0,25,1
11484,9.0,30.0,34.0,1199104.0,113647.0,18792.0,27676.0,27178.0,17721.0,15385.0,4759.0,25,1
6340,9.0,26.0,54.0,175276.0,62736.0,8043.0,7237.0,15984.0,3800.0,1779.0,1631.0,24,1
4821,7.0,47.0,44.0,269404.0,33037.0,7987.0,5738.0,5598.0,2554.0,1226.0,388.0,28,0
18,0.0,74.0,44.0,1025416.0,268122.0,67285.0,36996.0,10083.0,80826.0,90350.0,26345.0,25,1
3560,7.0,34.0,84.0,12814.0,14759.0,12279.0,2586.0,7056.0,3852.0,5136.0,2188.0,31,1
3951,0.0,23.0,63.0,447834.0,152350.0,199400.0,91673.0,14531.0,54111.0,15847.0,2343.0,28,0
49,0.0,90.0,60.0,256616.0,94368.0,9804.0,20195.0,21725.0,26785.0,32747.0,10344.0,25,1
12680,8.0,69.0,43.0,1104738.0,197946.0,14113.0,40184.0,63689.0,84098.0,25734.0,37444.0,24,0
887,6.0,34.0,27.0,1234805.0,86869.0,5461.0,10565.0,8373.0,4649.0,9626.0,3350.0,25,1
6261,8.0,29.0,20.0,512237.0,387761.0,84191.0,34155.0,28464.0,17053.0,11977.0,5141.0,24,1
7236,5.0,66.0,69.0,588305.0,95307.0,82029.0,8975.0,26489.0,29995.0,8887.0,7300.0,24,1
6989,3.0,56.0,51.0,412545.0,35942.0,4805.0,2248.0,3880.0,4364.0,1131.0,914.0,24,1
6043,6.0,40.0,56.0,465655.0,400143.0,87044.0,28905.0,14280.0,17596.0,8136.0,5038.0,24,1
8708,7.0,0.0,0.0,1239822.0,256578.0,61178.0,99659.0,261888.0,100776.0,63805.0,112064.0,24,1
3168,4.0,64.0,48.0,1486.0,10457.0,1154.0,5395.0,17815.0,20157.0,12464.0,5579.0,31,1
2949,2.0,53.0,69.0,11447.0,7034.0,9364.0,7269.0,7564.0,4274.0,3454.0,2774.0,31,1
1424,1.0,27.0,67.0,298208.0,64839.0,17585.0,6749.0,7089.0,5221.0,1448.0,1118.0,24,1
139,0.0,48.0,30.0,199370.0,88345.0,11875.0,7753.0,5622.0,11409.0,28140.0,8635.0,25,1
3197,4.0,53.0,77.0,7930.0,8789.0,10231.0,16145.0,20438.0,12177.0,11025.0,3533.0,31,1
5131,9.0,40.0,20.0,1116495.0,341756.0,19014.0,7283.0,25107.0,21593.0,12242.0,15742.0,28,0
112,0.0,21.0,70.0,2197150.0,310845.0,78556.0,32552.0,23904.0,29143.0,122673.0,32799.0,25,1
8160,3.0,0.0,0.0,11770.0,72036.0,1235.0,4079.0,13160.0,11197.0,4574.0,3455.0,24,1
11586,0.0,44.0,47.0,1714219.0,94865.0,19515.0,16416.0,18866.0,13763.0,24200.0,1410.0,24,0
4559,5.0,56.0,43.0,87865.0,49395.0,3261.0,7475.0,13438.0,6587.0,7146.0,4833.0,28,0
4595,5.0,26.0,30.0,162440.0,37714.0,12910.0,9154.0,8728.0,2196.0,1714.0,1798.0,28,0
4690,6.0,41.0,43.0,610906.0,7879.0,9515.0,6139.0,4647.0,6151.0,4296.0,1139.0,28,0
7951,1.0,0.0,0.0,403373.0,143610.0,18416.0,17620.0,62388.0,217890.0,109077.0,53943.0,24,1
12108,4.0,51.0,51.0,112729.0,8382.0,8533.0,5985.0,3648.0,7717.0,3154.0,723.0,24,0
3277,5.0,100.0,64.0,5252.0,8637.0,5304.0,2509.0,5287.0,8377.0,2541.0,4353.0,31,1
4068,1.0,70.0,51.0,154586.0,27144.0,10836.0,7043.0,29692.0,21159.0,12079.0,4115.0,28,0
4408,4.0,35.0,69.0,1769329.0,291335.0,108153.0,24298.0,40971.0,17346.0,15200.0,6300.0,28,0
9095,0.0,51.0,48.0,1125173.0,131581.0,47530.0,75990.0,58942.0,28171.0,82280.0,32613.0,25,1
10994,5.0,27.0,64.0,701337.0,131230.0,79750.0,41813.0,13066.0,16242.0,14566.0,5392.0,25,1
451,3.0,26.0,34.0,544942.0,817419.0,92045.0,42275.0,45809.0,48539.0,63003.0,22810.0,25,1
7262,6.0,43.0,60.0,1138533.0,450763.0,321848.0,128527.0,36628.0,42066.0,41211.0,7956.0,24,1
3731,9.0,23.0,100.0,3419.0,7479.0,14220.0,16861.0,2338.0,2390.0,972.0,1287.0,31,1
7256,6.0,37.0,56.0,3008777.0,1515973.0,152803.0,293052.0,42201.0,104429.0,115428.0,40172.0,24,1
11870,2.0,54.0,37.0,370730.0,42962.0,28713.0,21823.0,5367.0,21602.0,14747.0,854.0,24,0
4986,8.0,37.0,47.0,306781.0,288513.0,53009.0,7121.0,10269.0,2704.0,1813.0,2770.0,28,0
3663,8.0,44.0,51.0,2402.0,10627.0,218.0,893.0,1162.0,4105.0,3093.0,2082.0,31,1
2763,1.0,43.0,35.0,757964.0,181902.0,30441.0,18932.0,35046.0,3719.0,2127.0,1639.0,31,1
8850,8.0,0.0,0.0,1506423.0,491785.0,202430.0,212159.0,360747.0,123368.0,54947.0,37034.0,24,1
11624,0.0,24.0,81.0,1335648.0,186044.0,33588.0,35764.0,27324.0,16049.0,7826.0,1192.0,24,0
1855,4.0,40.0,57.0,87364.0,61424.0,40235.0,15563.0,26992.0,10547.0,5880.0,6461.0,24,1
999,7.0,61.0,38.0,12224.0,15866.0,19019.0,11090.0,24368.0,87180.0,17437.0,17655.0,25,1
389,2.0,56.0,77.0,265867.0,33318.0,25935.0,25461.0,12364.0,49055.0,64887.0,20595.0,25,1
6426,9.0,10.0,53.0,1530927.0,301855.0,41695.0,32649.0,18253.0,8771.0,3012.0,3330.0,24,1
1476,1.0,48.0,63.0,628336.0,278961.0,14053.0,24807.0,34708.0,55147.0,14225.0,14629.0,24,1
2240,7.0,29.0,44.0,721967.0,269569.0,22780.0,36941.0,46295.0,10048.0,7591.0,3617.0,24,1
12050,3.0,60.0,67.0,1085830.0,553673.0,34006.0,42579.0,22837.0,113470.0,31058.0,3434.0,24,0
8112,2.0,0.0,0.0,172272.0,46662.0,4609.0,12487.0,13362.0,29547.0,27443.0,29973.0,24,1
992,7.0,37.0,53.0,446942.0,88104.0,11389.0,6620.0,2652.0,15995.0,29199.0,4458.0,25,1
7032,4.0,74.0,44.0,72360.0,15579.0,4808.0,1825.0,2392.0,7961.0,1457.0,466.0,24,1
4997,8.0,43.0,63.0,488255.0,18540.0,60894.0,31418.0,54846.0,18216.0,6261.0,3300.0,28,0
3922,0.0,34.0,43.0,220045.0,57214.0,3054.0,7988.0,3853.0,16542.0,10365.0,962.0,28,0
2972,3.0,23.0,67.0,34744.0,63387.0,8522.0,12575.0,10438.0,2080.0,2980.0,1365.0,31,1
6871,2.0,51.0,78.0,267755.0,297950.0,159099.0,44213.0,46366.0,34389.0,18134.0,1958.0,24,1
9681,5.0,37.0,57.0,569395.0,73135.0,21247.0,9949.0,6082.0,8301.0,19387.0,9905.0,25,1
4769,7.0,38.0,29.0,1227553.0,382846.0,68329.0,49958.0,27813.0,15947.0,8608.0,18133.0,28,0
1293,0.0,41.0,63.0,418424.0,157983.0,6644.0,13972.0,10947.0,4051.0,2307.0,5282.0,24,1
4173,2.0,77.0,51.0,90995.0,53775.0,8360.0,4308.0,8580.0,3391.0,1506.0,2354.0,28,0
2535,9.0,38.0,74.0,994614.0,110309.0,15614.0,83302.0,24057.0,8599.0,5327.0,3497.0,24,1
11694,1.0,87.0,24.0,117269.0,133186.0,27576.0,11189.0,3959.0,45621.0,2589.0,2810.0,24,0
1907,4.0,48.0,37.0,547792.0,465214.0,41660.0,56143.0,29279.0,55063.0,62362.0,14739.0,24,1
10619,2.0,47.0,24.0,159225.0,96404.0,20417.0,9620.0,5049.0,15325.0,6308.0,8292.0,25,1
